BHK,Size,Area Locality,Bathroom,Floor_num,Total_floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
2,805,10.140037521391557,3,12.0,68.0,1,0,0,0,0,0,1,1,0,1,0
1,450,9.79143715828684,1,3.0,4.0,1,0,0,0,0,0,0,1,0,1,0
3,1503,9.92045455728478,2,3.0,7.0,1,0,1,0,0,0,0,1,0,0,1
2,700,10.044744437753856,2,3.0,4.0,0,1,1,0,0,0,0,1,0,1,0
4,1650,10.077442025963904,4,13.0,18.0,1,0,0,0,0,0,1,1,0,1,0
2,1200,9.73075400704427,3,0.0,2.0,0,1,0,0,1,0,0,0,1,1,0
2,1800,9.760879550198382,2,0.0,2.0,0,1,0,0,1,0,0,1,0,1,0
2,900,9.763287750716119,2,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0
2,90,9.837710430519074,2,3.0,4.0,0,1,0,1,0,0,0,0,1,1,0
2,905,9.951105613383422,2,3.0,6.0,0,1,0,0,0,0,0,1,0,0,1
2,1000,9.776822437718096,2,3.0,4.0,0,1,0,0,1,0,0,0,1,1,0
2,720,9.983031715291439,2,5.0,7.0,1,0,0,0,0,0,1,0,1,1,0
2,200,9.815433700568516,2,3.0,3.0,1,0,0,0,1,0,0,0,1,0,1
3,1600,10.315611343217826,3,6.0,7.0,1,0,0,0,0,0,1,1,0,1,0
2,1100,9.723255298166453,2,0.0,2.0,0,1,0,0,0,1,0,0,1,1,0
3,2500,10.096807966877275,3,1.0,3.0,1,0,0,1,0,0,0,1,0,1,0
3,1960,9.931455879771406,3,8.0,20.0,0,1,0,0,1,0,0,1,0,1,0
2,1000,9.822386762921722,2,4.0,5.0,0,1,0,0,1,0,0,0,0,1,0
2,800,9.997709057267619,2,0.0,2.0,1,0,1,0,0,0,0,1,0,1,0
3,1000,9.861837023289908,2,2.0,5.0,0,1,0,1,0,0,0,1,0,1,0
1,460,9.740341751667698,1,3.0,5.0,1,0,0,0,0,0,0,1,0,1,0
3,1200,9.692940765908682,1,2.0,4.0,0,1,0,0,0,1,0,0,0,1,0
3,1360,9.793402487312783,2,3.0,8.0,0,1,0,0,1,0,0,0,0,0,0
4,272,10.015842558900857,4,1.0,4.0,1,0,0,1,0,0,0,0,1,1,0
2,800,9.717280326989236,2,2.0,3.0,0,1,1,0,0,0,0,0,1,1,0
2,800,9.764637966488909,2,1.0,3.0,0,1,1,0,0,0,0,1,0,1,0
2,1700,9.706152339208037,2,1.0,2.0,0,1,1,0,0,0,0,0,1,1,0
2,1020,9.68753634008429,2,3.0,4.0,0,1,0,0,1,0,0,1,0,1,0
2,950,9.851418003682703,2,2.0,3.0,1,0,0,1,0,0,0,1,0,1,0
2,755,9.941599073264484,2,12.0,31.0,1,0,0,0,0,0,1,1,0,0,0
3,1100,9.90417028192186,2,3.0,3.0,1,0,0,1,0,0,0,1,0,1,0
2,960,9.778322238183843,2,1.0,3.0,0,1,1,0,0,0,0,1,0,0,1
3,1800,9.935251721361958,3,1.0,4.0,1,0,0,1,0,0,0,1,0,0,0
2,1000,9.785341747342216,2,1.0,4.0,0,1,0,0,0,0,0,0,1,1,0
3,1700,9.74753333599368,2,1.0,2.0,0,1,0,0,0,1,0,1,0,1,0
3,1500,9.740397343383709,3,-2.0,2.0,0,1,0,0,1,0,0,1,0,0,1
3,1060,9.712533528649127,2,3.0,4.0,0,1,1,0,0,0,0,1,0,1,0
2,870,9.820470183611148,2,3.0,3.0,0,1,1,0,0,0,0,0,1,1,0
2,900,9.757266130959568,1,0.0,1.0,0,1,0,0,0,1,0,0,1,0,0
2,800,9.994352435673166,2,2.0,7.0,1,0,0,0,0,0,1,0,0,0,1
3,1500,9.877240390012775,3,3.0,4.0,0,1,1,0,0,0,0,1,0,1,0
2,1250,9.837710430519074,2,1.0,4.0,0,1,0,0,0,0,0,1,0,1,0
1,25,9.759265065836553,1,4.0,6.0,0,1,0,1,0,0,0,1,0,1,0
2,1600,9.783408173936046,3,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0
2,500,9.618405240489187,1,1.0,3.0,0,1,0,0,0,0,0,1,0,1,0
2,700,9.876571071788895,2,0.0,2.0,0,1,1,0,0,0,0,0,0,1,0
2,850,9.81972955127346,2,0.0,4.0,0,1,0,0,0,0,0,1,0,1,0
3,2000,9.738431128410156,3,1.0,1.0,1,0,0,0,1,0,0,1,0,1,0
3,1600,9.89048023363354,3,1.0,4.0,1,0,0,0,0,0,0,1,0,1,0
3,1700,9.824220973271505,4,1.0,5.0,0,1,0,0,1,0,0,1,0,1,0
1,650,9.7900934609617,1,1.0,4.0,1,0,0,1,0,0,0,1,0,1,0
1,600,9.79143778399822,1,3.0,5.0,0,1,0,0,0,0,0,1,0,1,0
2,100,9.766735649722522,2,0.0,3.0,0,1,0,1,0,0,0,0,1,1,0
2,700,9.761240186446884,2,1.0,2.0,0,1,0,0,0,1,0,0,1,1,0
2,160,9.880449569681938,2,3.0,3.0,1,0,0,1,0,0,0,1,0,1,0
3,1350,10.133038231010321,3,18.0,32.0,1,0,0,0,0,0,1,1,0,1,0
3,1400,9.796239290168794,3,12.0,13.0,1,0,1,0,0,0,0,1,0,0,1
1,500,9.601011589546072,2,4.0,5.0,0,1,0,0,0,0,0,0,0,1,0
3,1750,9.761240186446884,3,1.0,1.0,0,1,1,0,0,0,0,0,1,1,0
3,1100,10.088652053038432,2,18.0,22.0,1,0,0,0,0,0,1,1,0,1,0
2,900,9.784959597769017,2,3.0,4.0,0,1,1,0,0,0,0,0,1,1,0
2,1100,9.891811088905918,2,2.0,3.0,0,1,0,0,0,0,0,1,0,1,0
3,1500,9.869233328558213,3,2.0,4.0,1,0,1,0,0,0,0,0,1,0,0
3,2400,10.071878044423068,3,3.0,4.0,1,0,0,1,0,0,0,1,0,0,0
3,1250,9.777794457282633,2,2.0,4.0,1,0,0,1,0,0,0,0,1,0,0
1,370,9.875138499093056,1,5.0,8.0,1,0,0,0,0,0,1,1,0,0,1
2,950,9.773639665841069,2,1.0,1.0,0,1,1,0,0,0,0,0,1,0,0
1,680,9.734253548816389,1,1.0,3.0,0,1,1,0,0,0,0,0,1,1,0
2,730,10.031781769110715,2,4.0,6.0,1,0,0,0,0,0,1,1,0,1,0
1,600,10.036422253769135,2,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0
2,450,9.732210571767421,1,1.0,2.0,1,0,0,0,0,1,0,0,1,0,0
1,500,9.841689037127198,1,7.0,11.0,1,0,1,0,0,0,0,0,0,1,0
2,600,9.761240186446884,1,3.0,4.0,0,1,0,0,0,0,0,0,0,1,0
4,2900,10.006790082915375,4,7.0,18.0,1,0,0,0,0,0,0,0,0,0,0
3,890,10.079009358188076,2,4.0,27.0,1,0,0,0,0,0,1,0,0,1,0
1,320,9.694786116615093,1,0.0,2.0,1,0,0,0,0,1,0,0,1,1,0
2,1200,9.63767973393373,2,1.0,5.0,0,1,1,0,0,0,0,1,0,1,0
3,2000,10.036422253769135,3,23.0,40.0,1,0,0,0,0,0,0,1,0,0,0
2,807,10.050559160853545,2,14.0,58.0,1,0,0,0,0,0,1,0,1,0,0
1,434,9.766737422498876,1,0.0,3.0,0,1,1,0,0,0,0,0,1,1,0
1,360,9.837710430519074,1,3.0,7.0,1,0,0,0,0,0,1,0,0,1,0
1,600,9.762874221553261,1,2.0,3.0,0,1,0,0,1,0,0,0,1,1,0
3,1100,9.993229526391112,3,9.0,20.0,1,0,0,0,0,0,1,1,0,0,0
3,1900,10.367135756577706,3,4.0,10.0,1,0,0,0,1,0,0,1,0,0,1
1,390,9.764232336902225,1,0.0,4.0,1,0,0,0,0,0,1,1,0,1,0
1,250,9.712040871168117,1,2.0,3.0,0,1,0,0,0,0,0,0,1,1,0
4,2700,9.943626789442085,3,2.0,3.0,1,0,0,1,0,0,0,1,0,1,0
2,1150,9.780156129406121,2,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0
2,700,9.724338953370706,2,0.0,4.0,0,1,0,1,0,0,0,0,1,1,0
2,800,9.8050143587528,2,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0
2,600,9.813990296482501,1,1.0,2.0,0,1,0,0,1,0,0,0,1,1,0
2,600,9.757266130959568,2,2.0,2.0,0,1,0,0,0,1,0,1,0,1,0
3,900,9.797521843377266,3,1.0,4.0,0,1,0,0,1,0,0,1,0,1,0
1,450,9.70519868340429,1,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0
1,350,9.723814647341825,1,2.0,4.0,0,1,0,0,1,0,0,0,1,1,0
2,1200,9.7524927767898,2,0.0,3.0,0,1,0,0,1,0,0,1,0,1,0
2,620,9.927891138717037,2,3.0,14.0,1,0,0,0,0,0,1,1,0,0,1
4,4761,9.762874221553261,5,14.0,18.0,0,1,0,0,1,0,0,1,0,0,1
1,300,9.957232451102119,1,2.0,12.0,1,0,0,0,0,0,1,1,0,1,0
2,650,9.813990296482501,1,0.0,2.0,1,0,0,0,0,1,0,1,0,1,0
1,600,9.857765707739745,1,2.0,2.0,0,1,0,0,0,0,1,1,0,1,0
2,900,9.618107136062195,2,1.0,2.0,0,1,1,0,0,0,0,0,1,1,0
2,650,9.732210571767421,1,1.0,4.0,0,1,0,1,0,0,0,0,1,1,0
1,350,9.550109425586118,1,2.0,4.0,1,0,0,1,0,0,0,1,0,1,0
3,1000,9.734253548816389,3,1.0,8.0,1,0,1,0,0,0,0,1,0,1,0
2,1100,9.849408401290985,2,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0
3,1500,9.863818074394375,3,4.0,6.0,0,1,0,0,1,0,0,1,0,1,0
2,1250,9.8050143587528,2,1.0,4.0,0,1,0,0,1,0,0,0,1,1,0
2,1000,9.746974737509149,2,2.0,2.0,0,1,0,0,1,0,0,1,0,1,0
1,432,9.800282964230824,2,5.0,8.0,1,0,0,0,0,0,1,0,1,0,1
2,890,10.113568323800703,2,7.0,19.0,1,0,0,0,0,0,1,0,1,0,0
1,300,9.703936919167829,1,0.0,3.0,0,1,0,0,1,0,0,0,1,1,0
3,100,9.795372998386448,2,1.0,2.0,1,0,1,0,0,0,0,0,1,1,0
1,700,9.7900934609617,1,1.0,5.0,0,1,0,1,0,0,0,1,0,1,0
2,1100,9.85233399259359,2,2.0,5.0,1,0,0,0,0,0,0,1,0,0,0
3,1783,9.861575372907824,2,1.0,5.0,0,1,0,0,1,0,0,1,0,1,0
3,1000,9.863818074394375,2,0.0,3.0,1,0,0,0,0,1,0,1,0,1,0
3,1768,9.877777231866672,3,8.0,13.0,0,1,0,0,0,0,0,1,0,0,1
3,1800,9.847385117111953,3,2.0,4.0,1,0,1,0,0,0,0,0,1,0,0
4,120,9.766735649722522,4,0.0,2.0,0,1,0,1,0,0,0,0,0,1,0
2,710,9.941599073264484,2,3.0,4.0,1,0,0,0,0,0,1,0,1,1,0
3,1500,10.076573136986362,4,17.0,42.0,1,0,0,0,0,0,1,0,1,1,0
2,1000,9.844744653778038,2,0.0,2.0,1,0,0,0,0,0,0,1,0,1,0
2,710,10.077442025963904,2,15.0,18.0,1,0,0,0,0,0,1,0,1,1,0
2,1300,9.891811088905918,2,3.0,5.0,0,1,0,0,0,0,0,1,0,1,0
2,625,9.987678857523639,2,9.0,18.0,1,0,0,0,0,0,1,0,0,0,0
2,550,9.723814647341825,1,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0
4,2300,9.956923282935682,4,4.0,5.0,1,0,0,0,1,0,0,1,0,1,0
3,800,9.761240186446884,1,0.0,2.0,1,0,0,0,0,1,0,0,1,0,0
1,600,9.63767973393373,1,1.0,2.0,0,1,1,0,0,0,0,0,1,1,0
2,1000,9.79166569424306,2,2.0,4.0,0,1,0,0,0,0,0,1,0,0,1
2,1100,9.76215818139115,2,1.0,2.0,1,0,0,0,1,0,0,0,1,1,0
3,800,9.740097392256887,2,0.0,2.0,0,1,0,0,0,1,0,0,1,1,0
2,1000,9.959198075722163,1,2.0,3.0,0,1,0,0,1,0,0,0,1,1,0
1,350,9.707092421413403,1,0.0,5.0,1,0,0,0,0,1,0,1,0,1,0
1,430,9.841275073902437,1,5.0,7.0,1,0,0,0,0,0,1,0,1,0,1
2,1015,9.719812267239877,3,0.0,2.0,0,1,1,0,0,0,0,1,0,1,0
2,950,9.75165283164058,2,1.0,1.0,0,1,1,0,0,0,0,0,1,1,0
3,1484,9.831470456144867,3,9.0,12.0,1,0,1,0,0,0,0,1,0,1,0
1,500,9.723814647341825,1,1.0,2.0,0,1,0,0,0,0,0,1,0,1,0
1,140,9.719520585286773,1,2.0,3.0,0,1,0,0,1,0,0,0,1,1,0
1,100,9.744363091257265,1,1.0,2.0,0,1,0,0,1,0,0,1,0,1,0
1,450,9.869601368285274,1,6.0,12.0,1,0,0,0,0,0,1,0,0,1,0
1,450,9.885552316674708,2,9.0,20.0,1,0,0,0,0,0,1,0,1,0,1
3,1255,10.020935026800144,3,12.0,17.0,1,0,0,0,0,0,1,0,0,1,0
3,1850,10.00476650344939,3,5.0,5.0,1,0,0,0,1,0,0,0,0,0,0
2,1200,9.737592970330239,2,2.0,4.0,0,1,0,0,1,0,0,0,1,1,0
2,1350,9.847267966092963,2,8.0,14.0,0,1,0,0,1,0,0,1,0,0,0
2,900,9.80142134468441,2,0.0,3.0,0,1,1,0,0,0,0,1,0,1,0
2,800,10.04730665139955,2,5.0,8.0,1,0,0,0,0,0,1,1,0,1,0
1,700,9.70519868340429,1,2.0,4.0,0,1,0,0,0,0,0,1,0,1,0
2,1210,9.80006765695364,2,3.0,5.0,0,1,0,0,1,0,0,0,1,1,0
3,1460,9.907636954872306,3,6.0,12.0,1,0,0,0,0,0,0,0,1,0,0
3,1350,10.054140687068248,3,8.0,16.0,1,0,0,0,0,0,1,0,0,1,0
2,1000,9.550109425586118,2,1.0,4.0,0,1,0,1,0,0,0,0,1,1,0
1,175,9.64026959387475,1,0.0,2.0,0,1,0,0,0,1,0,0,1,1,0
1,250,9.704650245920242,1,1.0,2.0,0,1,0,0,0,1,0,0,1,0,0
2,1100,9.863818074394375,2,2.0,5.0,0,1,0,0,0,0,0,1,0,1,0
1,2160,9.63948942721803,1,1.0,2.0,0,1,0,0,0,1,0,1,0,0,0
2,900,9.813990296482501,2,4.0,5.0,0,1,0,1,0,0,0,1,0,1,0
2,700,9.779422702634893,2,0.0,2.0,0,1,1,0,0,0,0,0,1,1,0
1,450,9.837710430519074,1,0.0,4.0,1,0,0,1,0,0,0,0,0,1,0
1,428,9.945151605205908,2,7.0,11.0,1,0,0,0,0,0,1,1,0,1,0
3,1120,10.1035701288128,2,8.0,45.0,1,0,0,0,0,0,1,0,0,0,1
2,1700,9.90417028192186,2,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0
1,322,9.598961047073342,1,1.0,3.0,1,0,0,0,0,1,0,0,1,1,0
3,1912,9.924225972151216,3,1.0,4.0,1,0,1,0,0,0,0,0,1,0,0
2,850,9.849039549425175,2,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0
2,1100,9.669130407488488,2,0.0,3.0,0,1,0,0,0,0,0,1,0,1,0
4,1755,10.113568323800703,4,9.0,19.0,1,0,0,0,0,0,1,0,1,0,1
3,850,10.000264497335332,2,3.0,4.0,0,1,0,0,0,0,1,0,0,1,0
2,650,9.704277962429865,2,1.0,2.0,0,1,1,0,0,0,0,1,0,1,0
3,1200,10.382344765602124,3,10.0,14.0,1,0,0,0,0,0,1,0,0,1,0
2,700,9.795490523482373,2,2.0,3.0,0,1,0,1,0,0,0,1,0,1,0
2,1285,9.797521843377266,2,2.0,4.0,0,1,0,0,1,0,0,1,0,1,0
2,1000,9.769307271940825,2,0.0,4.0,0,1,0,0,1,0,0,0,1,1,0
2,500,9.752015977118862,1,2.0,4.0,0,1,1,0,0,0,0,1,0,1,0
3,1610,9.997709057267619,3,3.0,14.0,0,1,1,0,0,0,0,1,0,0,1
2,1100,9.790892258669702,1,0.0,3.0,1,0,0,0,0,1,0,0,1,0,0
3,1000,9.749127169629112,2,2.0,5.0,1,0,0,0,0,1,0,0,1,0,0
1,500,9.993229526391112,2,9.0,16.0,1,0,0,0,0,0,1,0,1,0,0
2,1100,9.880449569681938,2,1.0,5.0,0,1,0,0,1,0,0,0,0,1,0
1,400,9.736069327271764,1,0.0,3.0,0,1,0,0,1,0,0,0,1,1,0
1,500,9.773639665841069,1,2.0,5.0,0,1,0,1,0,0,0,1,0,1,0
1,550,9.91548178959805,2,4.0,7.0,1,0,0,0,0,0,1,0,0,0,1
1,480,9.801776689591044,1,4.0,5.0,1,0,0,1,0,0,0,0,1,1,0
1,450,9.74753333599368,1,1.0,3.0,0,1,0,0,1,0,0,1,0,1,0
3,1050,10.315611343217826,3,5.0,7.0,1,0,0,0,0,0,1,0,0,1,0
1,595,9.715783335472487,1,1.0,1.0,0,1,1,0,0,0,0,1,0,1,0
3,950,9.984875898884292,3,-1.0,9.0,1,0,0,0,0,0,1,1,0,1,0
2,720,9.624909471439025,2,1.0,4.0,0,1,0,0,0,0,0,1,0,1,0
1,450,9.999707104160528,1,1.0,3.0,0,1,0,0,1,0,0,0,1,0,1
2,650,9.83076669596326,2,2.0,4.0,1,0,0,1,0,0,0,0,1,0,0
1,300,9.657363467910164,1,3.0,3.0,0,1,0,0,0,0,0,1,0,1,0
3,1560,9.912567019394144,3,1.0,6.0,0,1,0,0,1,0,0,1,0,1,0
3,1360,10.006790082915375,2,1.0,4.0,0,1,0,0,0,0,0,1,0,1,0
2,1020,9.703571540726594,2,8.0,9.0,0,1,0,0,1,0,0,0,0,1,0
3,1050,9.994352435673166,3,12.0,13.0,1,0,0,0,0,0,1,0,1,0,0
2,1300,9.999707104160528,2,3.0,3.0,0,1,0,0,1,0,0,1,0,1,0
3,850,10.038769527210224,3,6.0,7.0,1,0,0,0,0,0,1,0,1,0,0
2,957,9.784959597769017,2,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0
3,1350,9.778322238183843,3,1.0,2.0,0,1,1,0,0,0,0,0,1,1,0
2,800,9.861575372907824,2,0.0,2.0,0,1,0,0,1,0,0,1,0,1,0
3,1250,9.90417028192186,2,0.0,2.0,0,1,0,0,0,1,0,0,1,1,0
2,1170,9.813990296482501,2,2.0,4.0,0,1,0,0,1,0,0,0,1,1,0
2,900,9.813990296482501,2,0.0,2.0,1,0,0,0,0,1,0,0,1,1,0
2,600,9.719812267239877,1,1.0,3.0,0,1,1,0,0,0,0,0,1,1,0
2,900,9.818256250519815,2,0.0,3.0,1,0,0,1,0,0,0,1,0,1,0
1,700,9.750167356316718,1,0.0,2.0,0,1,1,0,0,0,0,1,0,1,0
2,1000,9.840274043130227,2,3.0,4.0,0,1,0,0,1,0,0,1,0,1,0
2,1050,9.781678944441111,2,1.0,3.0,0,1,0,0,0,0,0,1,0,1,0
2,900,10.084535673621101,2,5.0,19.0,1,0,0,0,0,0,1,1,0,0,1
3,1500,9.762861385330027,3,4.0,5.0,0,1,0,0,1,0,0,1,0,1,0
2,800,10.282238596343088,2,6.0,7.0,1,0,0,0,0,0,1,0,1,1,0
3,1500,9.90417028192186,2,1.0,4.0,1,0,0,1,0,0,0,0,1,0,0
1,850,9.69312475580322,2,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0
3,1900,9.928799318737887,3,4.0,5.0,1,0,0,0,1,0,0,1,0,1,0
2,685,9.688460148555688,2,0.0,2.0,0,1,1,0,0,0,0,0,1,1,0
2,900,9.601011589546072,2,0.0,12.0,1,0,0,0,0,0,0,0,0,1,0
2,1125,9.941599073264484,2,0.0,2.0,0,1,0,1,0,0,0,0,0,1,0
2,780,9.740097392256887,1,0.0,2.0,1,0,0,0,0,1,0,0,1,0,0
2,1100,9.839430622734882,2,2.0,5.0,0,1,0,0,0,0,0,0,0,1,0
1,200,9.668196546302678,1,0.0,2.0,0,1,0,0,1,0,0,0,1,1,0
2,1600,9.79496848113608,2,1.0,5.0,0,1,0,0,1,0,0,0,1,1,0
1,500,9.813990296482501,1,2.0,3.0,1,0,0,0,0,0,0,1,0,1,0
3,1400,10.150997982502798,3,8.0,17.0,1,0,0,0,0,0,1,0,0,1,0
2,1080,9.80439850544408,2,2.0,3.0,0,1,0,0,1,0,0,1,0,1,0
2,870,10.03966945049725,2,5.0,21.0,1,0,0,0,0,0,1,0,0,1,0
1,350,9.73829290965935,1,0.0,2.0,0,1,1,0,0,0,0,1,0,1,0
3,1000,9.857765707739745,3,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0
2,650,9.743179436129822,2,2.0,4.0,1,0,0,1,0,0,0,1,0,1,0
2,1100,9.907281167679212,2,3.0,4.0,1,0,0,0,0,0,0,0,0,0,0
3,1300,10.144324324463877,3,1.0,7.0,1,0,0,0,0,0,1,0,0,0,0
2,1100,9.813990296482501,2,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0
3,1200,9.822386762921722,2,1.0,3.0,1,0,1,0,0,0,0,1,0,1,0
1,400,9.754567178880238,1,3.0,4.0,1,0,0,0,1,0,0,0,1,0,0
2,530,9.665229047410161,1,1.0,3.0,1,0,0,0,0,0,0,1,0,1,0
4,2120,10.18003071942034,5,46.0,76.0,1,0,0,0,0,0,1,0,0,1,0
3,1350,9.822386762921722,2,1.0,3.0,0,1,0,0,1,0,0,0,1,1,0
1,640,9.795514904106787,1,6.0,7.0,0,1,0,0,0,0,1,0,0,1,0
2,800,9.723814647341825,1,0.0,2.0,1,0,0,0,0,1,0,0,1,0,0
2,600,9.795372998386448,2,1.0,5.0,0,1,0,0,0,0,0,0,1,1,0
1,500,9.784959597769017,1,0.0,2.0,0,1,0,0,0,1,0,0,0,1,0
1,250,9.735131708315787,1,0.0,3.0,0,1,1,0,0,0,0,0,1,1,0
2,700,9.73829290965935,2,1.0,2.0,0,1,1,0,0,0,0,0,1,1,0
2,103,9.7524927767898,2,0.0,1.0,0,1,0,0,1,0,0,0,1,1,0
1,65,9.703936919167829,1,3.0,4.0,0,1,0,1,0,0,0,0,1,1,0
2,900,9.970631289762181,2,5.0,17.0,1,0,0,0,0,0,1,1,0,1,0
1,500,10.02902170387775,1,26.0,44.0,1,0,0,0,0,0,1,1,0,1,0
3,1250,9.857765707739745,2,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0
2,900,9.813990296482501,1,1.0,3.0,1,0,0,0,0,0,0,1,0,1,0
2,1100,9.773639665841069,2,1.0,4.0,0,1,0,0,1,0,0,0,1,1,0
3,1000,9.723814647341825,2,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0
2,600,9.703936919167829,1,2.0,4.0,0,1,0,0,0,0,0,1,0,1,0
3,1650,9.751523917667292,2,3.0,4.0,1,0,0,0,1,0,0,1,0,0,0
2,926,9.717280326989236,2,2.0,3.0,0,1,1,0,0,0,0,1,0,1,0
2,1000,9.851418003682703,2,2.0,3.0,1,0,0,1,0,0,0,1,0,1,0
3,1050,9.890462467837805,2,0.0,4.0,1,0,0,1,0,0,0,0,1,0,1
1,700,9.86015964824031,1,5.0,5.0,1,0,0,0,1,0,0,1,0,1,0
2,1020,9.758825881111939,2,2.0,5.0,0,1,0,0,0,0,0,1,0,1,0
2,1250,9.880762066227673,2,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0
2,850,9.729717740216032,2,0.0,4.0,0,1,1,0,0,0,0,1,0,1,0
1,500,9.813990296482501,1,1.0,2.0,0,1,0,0,0,0,0,1,0,1,0
2,1250,9.601011589546072,2,3.0,3.0,0,1,0,0,0,0,0,1,0,1,0
1,550,9.74753333599368,1,-1.0,2.0,1,0,0,0,1,0,0,0,1,1,0
2,900,9.868373160946007,2,2.0,4.0,0,1,0,1,0,0,0,0,1,0,1
1,850,9.648809274353173,1,1.0,3.0,1,0,0,0,0,1,0,0,1,0,0
2,1000,10.10893748234574,3,5.0,9.0,1,0,0,0,0,0,1,0,0,1,0
2,1100,9.804699517437308,2,2.0,3.0,1,0,0,0,0,0,0,1,0,1,0
2,600,9.654443638717284,1,0.0,2.0,0,1,0,0,0,1,0,0,1,1,0
2,650,9.754567178880238,2,4.0,5.0,0,1,0,0,0,0,0,1,0,1,0
3,1150,9.550109425586118,2,3.0,4.0,1,0,0,1,0,0,0,0,1,1,0
1,1900,9.813990296482501,1,3.0,4.0,1,0,1,0,0,0,0,1,0,1,0
2,850,9.8050143587528,2,2.0,3.0,0,1,1,0,0,0,0,0,0,1,0
2,1800,9.710767217095004,2,0.0,1.0,0,1,0,0,1,0,0,1,0,1,0
2,1150,9.999707104160528,2,1.0,5.0,0,1,0,0,1,0,0,0,0,1,0
3,1800,9.799712554128785,3,1.0,2.0,1,0,0,0,1,0,0,1,0,0,1
2,1000,9.729717740216032,2,0.0,2.0,0,1,1,0,0,0,0,0,1,0,1
2,650,9.924225972151216,2,5.0,7.0,1,0,0,0,0,0,1,0,1,0,1
1,400,9.70810902600801,1,2.0,4.0,1,0,0,1,0,0,0,0,1,0,0
3,1500,9.813990296482501,3,3.0,5.0,0,1,0,0,1,0,0,0,1,1,0
3,1500,9.978646491874661,3,2.0,4.0,1,0,1,0,0,0,0,1,0,0,0
1,275,9.87481253561831,1,3.0,7.0,0,1,0,0,0,0,1,0,1,1,0
1,1200,9.63948942721803,1,2.0,4.0,0,1,0,0,0,1,0,1,0,1,0
3,2700,10.367135756577706,3,23.0,30.0,1,0,0,0,1,0,0,0,0,0,0
1,500,9.94760666674008,1,2.0,2.0,0,1,0,0,0,0,0,0,0,1,0
2,530,9.654443638717284,1,2.0,3.0,0,1,0,0,0,1,0,1,0,0,1
2,1500,9.815479646926379,2,2.0,4.0,0,1,0,0,1,0,0,0,1,1,0
2,930,9.784959597769017,2,1.0,4.0,1,0,1,0,0,0,0,0,0,0,1
1,200,9.638878296174212,1,4.0,5.0,0,1,0,0,0,0,0,0,1,1,0
2,900,9.61026735586067,2,0.0,1.0,0,1,0,0,0,1,0,0,1,1,0
3,2000,9.80142134468441,3,1.0,3.0,0,1,1,0,0,0,0,1,0,1,0
1,500,9.694786116615093,1,1.0,3.0,1,0,0,0,1,0,0,0,1,0,0
3,2000,9.90417028192186,5,1.0,1.0,0,1,0,0,1,0,0,0,1,1,0
1,500,9.983031715291439,1,8.0,18.0,1,0,0,0,0,0,1,0,1,0,0
2,888,10.072458761613763,2,12.0,20.0,1,0,0,0,0,0,1,0,0,1,0
2,1200,9.870371204619818,2,2.0,4.0,0,1,0,0,0,0,0,1,0,1,0
2,900,9.69215295691137,2,2.0,3.0,0,1,1,0,0,0,0,0,1,1,0
3,1425,9.63767973393373,2,2.0,14.0,1,0,1,0,0,0,0,1,0,1,0
3,1000,9.90523305872158,3,1.0,10.0,1,0,0,0,0,0,1,1,0,0,0
2,1500,9.852121738248046,2,0.0,2.0,0,1,0,0,1,0,0,1,0,1,0
2,600,9.733403347021907,2,2.0,4.0,0,1,0,0,0,0,0,1,0,1,0
2,1000,9.824220973271505,2,1.0,3.0,1,0,0,0,1,0,0,1,0,0,1
2,500,9.943076704420942,1,2.0,5.0,1,0,0,0,0,0,0,1,0,0,0
3,1500,9.73923958874899,2,2.0,4.0,1,0,0,0,0,0,0,0,0,1,0
3,1670,10.015842558900857,3,3.0,4.0,0,1,0,1,0,0,0,1,0,1,0
2,700,9.694786116615093,1,1.0,2.0,0,1,0,0,0,1,0,0,1,1,0
2,700,9.761240186446884,1,1.0,4.0,0,1,0,0,0,0,0,1,0,1,0
3,1700,9.881797036424505,2,4.0,5.0,0,1,0,0,1,0,0,0,1,0,1
1,500,9.749959073428345,1,6.0,7.0,1,0,0,0,0,0,1,0,1,0,0
3,1060,9.831280477051038,2,2.0,32.0,1,0,1,0,0,0,0,0,1,0,0
